#
#  ecocyc 20.0 Genes link table generated on Mon Apr 18, 2016
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   EG#          = EcoGene identifier
#   b#           = Blattner Genbank record identifier
#   y-name       = EcoGene y-name assigned in 1998 if the function was not established at that time
#   CGSC-ID      = Coli Genetic Stock Center identifier
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
EG11523	EG11523	b0704	ybfC		P28915	ybfC
EG11209	EG11209	b4030	yjbA		P0A7C8	psiE
EG10434	EG10434	b3802			P0ACB7	hemY
G7884	EG12531	b4253	yjgL		P39336	yjgL
G7694	EG12832	b3263	yhdU		P64619	yhdU
G7543	EG12952	b2977	yghC		P0AEQ1	glcG
G7479	EG13045	b2859	ygeO		Q46795	ygeO
G7440	EG13130	b2774	ygcW		P76633	ygcW
G7269	EG14168	b2434	ypeA		P76539	ypeA
G7134	EG14067	b2102	yegX		P76421	yegX
G7019	EG14032	b1869	yecN		P64515	yecN
G6935	EG13991	b1730	ydjO		P76210	ydjO
G6795	EG13802	b1505	ydeT		P76137	ydeT
G6736	EG20260	b1420			P76096	mokB
G6614	EG13891	b1177	ycgJ		P76001	ycgJ
G6453	EG13688	b0868	ybjS		P75821	ybjS
G6228	EG14279	b0379	yaiY		P0AAP7	yaiY
G6107	EG13147	b0223	yafJ		Q47147	yafJ
G0-10650	EG14488	b4683	yqeL		C1P613	yqeL
G0-10586	EG12869	b4590	ybfK		P46121	ybfK
EG12610	EG12610	b0056	yabP		P39220	yabP
EG12265	EG12265	b3538	yhjU		P37659	bcsG
EG12028	EG12028	b2160	yeiI		P33020	yeiI
EG11769	EG11769	b0498	ybbC		P33668	ybbC
EG11509	EG11509	b0012		30233	P28697	htgA
EG11165	EG11165	b3038	ygiC		P0ADT5	ygiC
EG10047	EG10047	b0050		30310	P62672	apaG
G7862	EG12500	b4204	yjfZ		P39308	yjfZ
G7669	EG12809	b3211	yhcC		P0ADW6	yhcC
G7537	EG12990	b2970	yghF		Q46834	yghF
G7473	EG13039	b2853	ygeI		Q46789	ygeI
G7420	EG13107	b2739	ygbM		Q46891	ygbM
G7252	EG14385	b2390	ypeC		P64542	ypeC
G7122	EG14061	b2085	yegR		P76406	yegR
G7006	EG14021	b1833	yebS		P0AD03	yebS
G6913	EG13969	b1687	ydiJ		P77748	ydiJ
G6773	EG13783	b1472	yddL		P77519	yddL
G6704	EG14298	b1382	ynbE		P64448	ynbE
G6607	EG14291	b1167	ymgC		P75994	ymgC
G6446	EG13682	b0848	ybjM		P64439	ybjM
G6402	EG13667	b0780	ybhK		P75767	ybhK
G6214	EG14236	b0362	yaiF		P75697	yaiF
G6101	EG13332	b0217	yafT		P77339	yafT
G0-10642	EG14475	b4670	yjeV		C1P621	yjeV
G0-10513	EG14351	b4523	yciX		P58094	yciX
EG12434	EG12434	b3055	ygiM		P0ADT8	ygiM
EG12229	EG12229	b3492	yhiN		P37631	yhiN
EG12004	EG12004	b2123	yehR		P33354	yehR
EG11759	EG11759	b1271	yciK		P31808	yciK
EG11429	EG11429	b3989	yjaZ	34265	P27375	yjaZ
EG11152	EG11152	b2605	yfiB		P07021	yfiB
G7954	EG12601	b4402	yjjY		P0ADD9	yjjY
G7804	EG14321	b3830	ysgA		P56262	ysgA
G7646	EG12783	b3152	yraR		P45469	yraR
G7522	EG13165	b2940	yqgC		P64570	yqgC
G7394	EG13523	b2659	ygaT		P76621	csiD
G7215	EG14130	b2345	yfdF		P76505	yfdF
G7089	EG13393	b2016	yeeZ		P0AD12	yeeZ
G6988	EG13509	b1802	yeaW		P0ABR7	yeaW
G6901	EG13956	b1673	ydhV		P76192	ydhV
G6768	EG14258	b1459	yncM		P76119	yncM
G6659	EG13921	b1321	ycjX		P76046	ycjX
G6601	EG14244	b1161	ycgX		P75988	ycgX
G6382	EG13308	b0713	ybgL		P75746	ybgL
G6189	EG13594	b0324	yahJ		P77554	yahJ
G6087	EG14386	b0024	yaaY		P75620	yaaY
G0-10608	EG14401	b4622	ytcA		A5A630	ytcA
G0-10446		b4525	ymjC		Q2EER5	ymjC
EG12378	EG12378	b1867	yecD		P0ADI7	yecD
EG12213	EG12213	b3467	yhhM		P37615	yhhM
EG11984	EG11984	b2033	yefH		P37750	wbbJ
EG11683	EG11683	b3646	yicG		P0AGM2	yicG
EG11342	EG11342	b1242	ychE		P25743	ychE
EG11119	EG11119	b1088	yceD		P0AB28	yceD
G7937	EG12580	b4341	yjiS		P39390	yjiS
G7621	EG12751	b3107	yhaL		P42625	yhaL
G7506	EG13070	b2887	ygfT		Q46820	ygfT
G7464	EG13097	b2844	yqeF		Q46939	yqeF
G7346	EG13215	b2562	yfhL		P52102	yfhL
G7182	EG14100	b2275	yfbP		P76486	yfbP
G7062	EG14050	b1974	yodB		P76345	yodB
G6963	EG13488	b1776	ydjL		P77539	ydjL
G6896	EG13953	b1668	ydhS		P77148	ydhS
G6765	EG13777	b1454	yncG		P76117	yncG
G6651	EG13914	b1313	ycjQ		P76043	ycjQ
G6536	EG13867	b1029	ycdU		P75910	ycdU
G6374	EG14158	b0689	ybfP		P75737	ybfP
G6182	EG13587	b0317	yahC		P77219	yahC
G0-9081	EG12156	b4526	ydaE		P38394	ydaE
G0-10601	EG14446	b4610	ygdT			ygdT
EG12870	EG12870	b1322	ycjF		P0A8R7	ycjF
EG12326	EG12326	b0137	yadL		P37017	yadL
EG12138	EG12138	b0193	yaeF		P37056	yaeF
EG11875	EG11875	b3921	yiiR		P0AF34	yiiR
EG11605	EG11605	b3284			P0A828	smg
EG11292	EG11292	b3003	yghA		P0AG84	yghA
EG11089	EG11089	b0122	yacC		P0AA95	yacC
G7922	EG12564	b4325	yjiC		P39374	yjiC
G7730	EG12916	b3378	yhfU		P64631	yhfU
G7588	EG14231	b3050	yqiJ		P76657	yqiJ
G7491	EG13055	b2872	ygeY		P65807	ygeY
G7453	EG13081	b2809	ygdI		P65292	ygdI
G7329	EG13418	b2535			P54901	csiE
G7178	EG14096	b2271	yfbL		P76482	yfbL
G7045	EG12636	b1952			P0AEG8	dsrB
G6959	EG13484	b1772	ydjH		P77493	ydjH
G6856	EG13925	b1598	ydgD		P76176	ydgD
G6747	EG14300	b1436	yncJ		P64459	yncJ
G6636	EG12969	b1268	yciQ		P45848	yciQ
G6510	EG14281	b0989			P0A982	cspH
G6269	EG13262	b0493	ybbO		P0AFP4	ybbO
G6166	EG14325	b0295	ykgL		P56257	ykgL
G0-8887	EG14394	b4598	yncL		A5A615	yncL
G0-10591	EG14460	b4596	yciZ		A5A614	yciZ
EG12703	EG12703	b1003	yccJ		P0AB14	yccJ
EG12288	EG12288	b3584	yiaT		P37681	yiaT
EG12051	EG12051	b2190	yejO		P33924	yejO
EG11820	EG11820	b1056	yceI		P0A8X2	yceI
EG11525	EG11525	b3484	yhhI		P28912	yhhI
EG11213	EG11213	b4223	yzfA		P08339	yzfA
EG10712	EG10712	b4107	yjdN		P16681	yjdN
G7886	EG12532	b4256	yjgM		P39337	yjgM
G7695	EG12833	b3267	yhdV		P64622	yhdV
G7552	EG13004	b2986	yghT		Q46844	yghT
G7482	EG13046	b2862	ygeP		Q46796	ygeP
G7442	EG13033	b2776	ygcE		P55138	ygcE
G7315	EG14203	b2504	yfgG		P64545	yfgG
G7144	EG14073	b2145	yeiS		P64536	yeiS
G7026	EG14316	b1877	yecT		P76296	yecT
G6946	EG14001	b1751	ydjY		P76220	ydjY
G6796	EG14360	b1506	yneL		P76138	yneL
G6741	EG13754	b1428	ydcK		P76100	ydcK
G6617	EG13894	b1180	ycgM		P76004	ycgM
G6459	EG13425	b0876	ybjD		P75828	ybjD
G6229	EG14280	b0380	yaiZ		P0AAQ0	yaiZ
G6111	EG13149	b0227	yafL		Q47151	yafL
G0-10653	EG14468	b4663			C1P605	azuC
G0-10588	EG11114	b4592	yccB		P24244	appX
EG12611	EG12611	b0057	yabQ		P39221	yabQ
EG12270	EG12270	b3550	yiaC		P37664	yiaC
EG12035	EG12035	b2171	yeiP		P0A6N8	yeiP
EG11770	EG11770	b0500	ybbD		P33669	ybbD
EG11520	EG11520	b3483	yhhH		P28911	yhhH
EG11166	EG11166	b3039	ygiD		P24197	ygiD
G7879	EG12527	b4248	yjgH		P39332	yjgH
G7670	EG12810	b3216	yhcD		P45420	yhcD
G7538	EG12991	b2971	yghG		Q46835	yghG
G7476	EG13041	b2856	ygeL		Q46791	ygeL
G7433	EG13122	b2767	ygcO		Q46905	ygcO
G7256	EG13160	b2408	yfeN		P45564	yfeN
G7131	EG14064	b2099	yegU		P76418	yegU
G7009	EG14024	b1836	yebV		P64503	yebV
G6930	EG13986	b1725	yniA		P77739	yniA
G6785	EG13794	b1491	yddW		P64426	yddW
G6729	EG13750	b1410	ynbC		P76092	ynbC
G6611	EG14292	b1171	ymgD		P0AB46	ymgD
G6448	EG13684	b0858	ybjO		P0AAZ0	ybjO
G6222	EG13605	b0371	yaiT		P77199	yaiT
G6102	EG13333	b0218	yafU		P77354	yafU
G0-10644	EG14482	b4677	yobI		C1P604	yobI
G0-10550	EG13592	b0322	yahH		Q2EEQ3	yahH
EG12446	EG12446	b2602	yfiL		P11289	yfiL
EG12254	EG12254	b3527	yhjJ		P37648	yhjJ
EG12023	EG12023	b2141	yohJ		P60632	yohJ
EG11760	EG11760	b1457	ydcD		P31991	ydcD
EG11462	EG11462	b4482	yigE		P27840	yigE
EG11154	EG11154	b2823	ygdA		P08372	ppdC
G7829	EG12467	b4127	yjdJ		P39274	yjdJ
G7653	EG12791	b3159	yhbV		P45475	yhbV
G7523	EG13166	b2941	yqgD		P46879	yqgD
G7398	EG13288	b2668	ygaP		P55734	ygaP
G7217	EG12420	b2347	yfdC		P37327	yfdC
G7110	EG14053	b2071	yegJ		P76394	yegJ
G6989	EG13510	b1803	yeaX		P76254	yeaX
G6902	EG13959	b1674	ydhY		P0AAL6	ydhY
G6771	EG13781	b1470	yddJ		P76122	yddJ
G6663	EG13922	b1327	ycjY		P76049	ycjY
G6604	EG14288	b1164	ycgZ		P75991	ycgZ
G6408	EG13673	b0791	ybhQ		P0AAW5	ybhQ
G6394	EG13663	b0753	ybgS		P0AAV6	ybgS
G6192	EG13597	b0327	yahM		P75692	yahM
G6095	EG13224	b0187	yaeR		P52096	yaeR
G0-10616	EG14464	b4655	ythA		A8DYQ1	ythA
G0-10461	EG14428	b4545	ypdJ		Q2EET0	ypdJ
EG12404	EG12404	b1219	ychN		P0AB52	ychN
EG12214	EG12214	b3468	yhhN		P0ADI9	yhhN
EG11985	EG11985	b2032	yefI		P37751	wbbK
EG11697	EG11697	b3677	yidI		P31446	yidI
EG11383	EG11383	b3209	yzzB		P0ABU5	elbB
EG11145	EG11145	b2395	yfeA		P23842	pdeA
G7942	EG12586	b4354	yjiY		P39396	yjiY
G7763	EG12948	b3446	yrhB		P46857	yrhB
G7626	EG12757	b3113	yhaR		P0AGL2	tdcF
G7512	EG13077	b2899	yqfA		P67153	yqfA
G7469	EG13274	b2849	yqeK		P77136	yqeK
G7355	EG14226	b2611	ypjD		P64432	ypjD
G7191	EG14107	b2299	yfcD		P65556	yfcD
G7075	EG14308	b1995	yoeA		P76356	yoeA
G6974	EG14417	b1788	yoaI		P76239	yoaI
G6898	EG13955	b1670	ydhU		P77409	ydhU
G6766	EG13778	b1455	yncH		P76118	yncH
G6652	EG13915	b1314	ycjR		P76044	ycjR
G6563	EG14413	b1085	yceQ		P62066	yceQ
G6380	EG13306	b0711	ybgJ		P0AAV4	ybgJ
G6184	EG13589	b0319	yahE		P77297	yahE
G0-10603	EG14370	b4612	yrhD		P58037	yrhD
G0-10444		b4521	ymgH		P76000	ymgH
EG12333	EG12333	b0157	yadS		P0AFP0	yadS
EG12182	EG12182	b0434	yajG		P0ADA5	yajG
EG11928	EG11928	b4045	yjbJ		P68206	yjbJ
EG11660	EG11660	b1929	yedE		P31064	yedE
EG11309	EG11309	b1406	ydbC		P25906	ydbC
EG11093	EG11093	b0389	yaiA		P0AAN5	yaiA
G7926	EG12568	b4329	yjiG		P0AEH8	yjiG
G7735	EG12921	b3383	yhfZ		P45552	yhfZ
G7598	EG12721	b3079	ygjJ		P42591	ygjJ
G7494	EG13058	b2875	yqeB		Q46808	yqeB
G7460	EG13092	b2832	ygdQ		P67127	ygdQ
G7339	EG13464	b2545	yphC		P77360	yphC
G7179	EG14097	b2272	yfbM		P76483	yfbM
G7050	EG14307	b1957	yodC		P64517	yodC
G6960	EG13485	b1773	ydjI		P77704	ydjI
G6883	EG13943	b1643	ydhI		P64471	ydhI
G6757	EG13768	b1446	ydcY		P64455	ydcY
G6640	EG14262	b1287	yciW		P76035	yciW
G6512	EG13232	b0991	ymcE		P0AAA5	ymcE
G6288	EG13398	b4572	ylbE		P77129	ylbE
G6176	EG13582	b0306	ykgE		P77252	ykgE
G0-8888	EG14396	b4606	ypfM		A5A621	ypfM
G0-10595	EG14461	b4604	yojO		A5A619	yojO
EG12707	EG12707	b2749	ygbE		P46141	ygbE
EG12295	EG12295	b3611	yibN		P0AG27	yibN
EG12120	EG12120	b1234	ychK	37468	P0AFR0	rssA
EG11833	EG11833	b3862	yihG		P32129	yihG
EG11580	EG11580	b0800	ybiB		P30177	ybiB
EG11219	EG11219	b1419	ydcA		P0ACW4	ydcA
EG10848	EG10848	b0700			P16918	rhsC
G7890	EG12537	b4263	yjgR		P39342	yjgR
G7718	EG12904	b3353	yheT		P45524	yheT
G7566	EG13017	b3013	yqhG		Q46858	yqhG
G7483	EG13047	b2863	ygeQ		Q46797	ygeQ
G7444	EG13035	b2778	ygcG		P55140	ygcG
G7318	EG14206	b2510	yfgJ		P76575	yfgJ
G7153	EG14079	b2226	yfaQ		P76463	yfaQ
G7036	EG12863	b1906	yecH		P46887	yecH
G6947	EG14002	b1752	ydjZ		P76221	ydjZ
G6815	EG13838	b1541	ydfZ		P64463	ydfZ
G6743	EG13756	b1432	ydcM		P76102	ydcM
G6625	EG14275	b1196	ycgY		P76012	ycgY
G6495	EG13721	b0960	yccS		P75870	yccS
G6231	EG14282	b0392	ykiA		P75704	ykiA
G6118	EG13153	b0234	yafP		Q47158	yafP
G0-10654	EG14476	b4671	ykgR		C1P5Z8	ykgR
G0-10589	EG14449	b4593	ymgI		A5A611	ymgI
EG12689	EG12689	b1050	yceK		P0AB31	yceK
EG12271	EG12271	b3552	yiaD		P37665	yiaD
EG12036	EG12036	b2172	yeiQ		P33029	yeiQ
EG11786	EG11786	b2581	yfiF		P0AGJ5	yfiF
EG11521	EG11521	b0699	ybfA		P0AAU2	ybfA
EG11207	EG11207	b4012	yjaB		P09163	yjaB
EG10216	EG10216	b2317			P0ABP6	dedA
G7880	EG12528	b4249	yjgI		P39333	bdcA
G7687	EG12824	b3242	yhcR		P46478	aaeX
G7541	EG12994	b4466	yghJ		P0CK95	yghJ
G7477	EG13044	b2857	ygeM		Q46793	ygeM
G7439	EG13128	b4463	ygcU		Q46911	ygcU
G7268	EG14167	b2433	yfeZ		P76538	yfeZ
G7132	EG14065	b2100	yegV		P76419	yegV
G7010	EG14025	b1837	yebW		P76275	yebW
G6931	EG13987	b1726	yniB		P76208	yniB
G6792	EG13799	b1502	ydeQ		P77588	ydeQ
G6730	EG13751	b1411	ynbD		P76093	ynbD
G6613	EG13890	b1173	ycgI		P76000	ycgI
G6450	EG13685	b0865	ybjP		P75818	ybjP
G6225	EG13605	b0374	yaiU		P77199	yaiU
G6103	EG13334	b0219	yafV		Q47679	yafV
G0-10646	EG14479	b4674	ynbG		C1P600	ynbG
G0-10585	EG14444	b4589	ylcI		A5A607	ylcI
EG12557	EG12557	b4305	yjhO		P39366	sgcX
EG12264	EG12264	b3537	yhjT		P0ADJ5	bcsF
EG12027	EG12027	b2158	yeiH		P62723	yeiH
EG11765	EG11765	b3598	yibI		P32108	yibI
EG11484	EG11484	b3848	yigZ		P27862	yigZ
EG11163	EG11163	b3036	ygiA		Q79CP2	ygiA
G7847	EG12485	b4182	yjfJ		P0AF78	yjfJ
G7654	EG12792	b3160	yhbW		P0ADV5	yhbW
G7527	EG12979	b2951	yggS		P67080	yggS
G7470	EG13036	b2850	ygeF		Q46786	ygeF
G7407	EG13529	b2689	yqaA		P0ADR0	yqaA
G7240	EG14147	b2377	yfdY		P76521	yfdY
G7118	EG14060	b2081	yegQ		P76403	yegQ
G6990	EG13511	b1806	yeaY		P0AA91	yeaY
G6911	EG13967	b1685	ydiH		P64476	ydiH
G6772	EG13782	b1471	yddK		P76123	yddK
G6703	EG13180	b1381	ydbH		P52645	ydbH
G6605	EG14289	b1165	ymgA		P75992	ymgA
G6441	EG13677	b0843	ybjH		P0AAY4	ybjH
G6401	EG13666	b0771	ybhJ		P75764	ybhJ
G6211	EG14236	b0359	yaiX		P75697	yaiX
G6100	EG13331	b0213	yafS		P75672	yafS
G0-10641	EG14474	b4669			C1P619	ilvX
G0-10512	EG14463	b4522	ymiA		P0CB62	ymiA
EG12405	EG12405	b1220	ychO		P39165	ychO
EG12227	EG12227	b3490	yhiL		P37629	yhiL
EG12003	EG12003	b2122	yehQ		P33353	yehQ
EG11726	EG11726	b3716	yieI		P31468	cbrB
EG11395	EG11395	b3964	yijD		P0AF40	yijD
EG11147	EG11147	b2471	yffB		P24178	yffB
G7952	EG12598	b4378	yjjV		P39408	yjjV
G7802		b3808	yzcX		P11291	yzcX
G7645	EG12782	b3151	yraQ		P45468	yraQ
G7514	EG12971	b2902	ygfF		P52037	ygfF
G7385	EG13519	b2650	ypjC		P76613	ypjC
G7196	EG14111	b2304	yfcH		P77775	yfcH
G7078	EG14308	b1998	yoeE		P76356	yoeE
G6982	EG14305	b1796	yoaG		P64496	yoaG
G6899	EG13958	b1671	ydhX		P77375	ydhX
G6767	EG14258	b1458	yncI		P76119	yncI
G6654	EG13917	b1316	ycjT		P77154	ycjT
G6578	EG13444	b1121	ycfZ		P75961	ycfZ
G6381	EG13307	b0712	ybgK		P75745	ybgK
G6185	EG13590	b0320	yahF		P77187	yahF
G372	EG13222	b4406	yaeP		P0A8K5	yaeP
G0-10607	EG14350	b4621	yjbS		P58036	yjbS
G0-10445		b4524	ymjB		P77481	ymjB
EG12372	EG12372	b2798	ygdG		P38506	ygdG
EG12196	EG12196	b1001	yccE		P36661	yccE
EG11930	EG11930	b4047	yjbL		P32693	yjbL
EG11664	EG11664	b3348			P0A8R4	slyX
EG11312	EG11312	b3638	yicR	13913	P25531	yicR
EG11116	EG11116	b1055	yceA		P24188	yceA
G7931	EG12573	b4334	yjiL		P39383	yjiL
G7752	EG14434	b3427	yzgL		P76692	yzgL
G7606	EG12729	b3087	ygjR		P42599	ygjR
G7505	EG13069	b2886	ygfS		Q46819	ygfS
G7462	EG13093	b2834	ygdS		P0A9T4	tas
G7343	EG13468	b2549	yphG		P76585	yphG
G7181	EG14099	b2274	yfbO		P76485	yfbO
G7051	EG14041	b1963	yedR		P76334	yedR
G6961	EG13486	b1774	ydjJ		P77280	ydjJ
G6887	EG13420	b1647	ydhF		P76187	ydhF
G6760	EG13772	b1449	yncB		P76113	curA
G6642	EG14295	b1295	ymjA		P0ACV8	ymjA
G6513	EG13234	b0992	yccM		P52636	yccM
EG10145	EG10145	b4400		929	P08369	creD
G7753	EG12941	b3434	yhgN		P67143	yhgN
G0-9981	EG14431	b4613			A5A624	dinQ
G0-10462	EG14366	b4546	ypeB		P0AD40	ypeB
G0-10455	EG13242	b4537	yecJ		P0AD10	yecJ
G0-10606	EG14459	b4620	yjbT		A5A628	yjbT
G0-10450	EG13182	b4529	ydbJ		P0ACW2	ydbJ
G0-10474	EG13348	b4567	yjjZ		P55914	yjjZ
G0-10467		b4553	ysaB		Q2M7M3	ysaB
G0-10463		b4547	ypfN		Q2EET2	ypfN
G0-10458	EG11997	b4541	yehK		P33347	yehK
G0-10453	EG14423	b4535	yniD		Q2EES1	yniD
G0-10475	EG14398	b4568	ytjA		Q2M5U1	ytjA
G0-10468	EG14397	b4554	yibT		Q2M7R5	yibT
G0-10464	EG14330	b4548	ypjJ		P58033	ypjJ
G0-10459	EG14426	b4542	yohO		Q2EES6	yohO
G0-10454		b4536	yobH		Q2MB16	yobH
G0-10605	EG14438	b4615	yibV		A5A625	yibV
G0-10432	EG14332	b4504	ykfH		Q9XB42	ykfH
G0-10469		b4555	yicS		Q2M7X4	yicS
G0-10466	EG14364	b4551	yheV		P0ADW8	yheV
G7555	EG13007	b2998	yghW		P64574	yghW
G7117	EG14059	b2080	yegP		P76402	yegP
G6860	EG13929	b1604	ydgH		P76177	ydgH
G6473	EG13702	b0919	ycbJ		P0AB03	ycbJ
EG12868	EG12868	b1273	yciN		P0AB61	yciN
EG11999	EG11999	b2120	yehM		P33349	yehM
EG11650	EG11650	b0209	yafD		P0A8U2	yafD
G7870	EG12509	b4215	ytfI		P39317	ytfI
G7461	EG13076	b2833	ygdR		P65294	ygdR
G7025	EG13405	b1875	yecM		P52007	yecM
G6841	EG13840	b1583	ynfB		P76170	ynfB
G6385	EG13311	b0716	ybgO		P75748	ybgO
EG12842	EG12842	b0850	ybjC		P46119	ybjC
EG11903	EG11903	b3944	yijF		P32668	yijF
EG11464	EG11464	b3817	yigF		P27842	yigF
G7838	EG12476	b4157	yjeN		P39283	yjeN
G7349	EG14223	b2583	yfiP		Q47319	yfiP
G7001	EG14014	b1825	yebO		P64499	yebO
G6738	EG13753	b1423	ydcJ		P76097	ydcJ
G6352	EG13648	b0645	ybeR		P77627	ybeR
EG12443	EG12443	b2959	yggL		P38521	yggL
EG11830	EG11830	b3858	yihD		P0ADP9	yihD
EG11155	EG11155	b2824	ygdB		P08370	ygdB
G7667	EG12807	b3207	yrbL		P64610	yrbL
G7261	EG14160	b2420	yfeS		P78271	yfeS
G6978	EG13501	b1792	yeaO		P76243	yeaO
G6641	EG12653	b1289	ycjD		P45736	ycjD
G6325	EG13643	b0580	ybdJ		P77506	ybdJ
EG12395	EG12395	b0735	ybgE		P0AAV0	ybgE
EG11763	EG11763	b3596	yibG		P32106	yibG
EG11127	EG11127	b1259	yciG		P21361	yciG
G7622	EG12752	b4470	yhaM		P42626	yhaM
G7180	EG14098	b2273	yfbN		P76484	yfbN
G6929	EG13985	b1724	ydiZ		P64479	ydiZ
G6612	EG14415	b1172	ymgG		Q7DFV3	ymgG
G6191	EG13596	b0326	yahL		P77393	yahL
EG12201	EG12201	b2671	ygaC		P0AD53	ygaC
EG11695	EG11695	b3675	yidG		P0ADL6	yidG
G7577	EG13028	b3027	ygiZ		Q46867	ygiZ
G7152	EG14078	b2225	yfaP		P76462	yfaP
G6900	EG13957	b1672	ydhW		P77564	ydhW
G6498	EG13722	b0964	yccT		P0A8X4	yccT
G0-10583	EG14451	b4586	ykfM		A5A605	ykfM
EG12042	EG12042	b2181	yejG		P0AD21	yejG
EG11659	EG11659	b1928	yedD		P31063	yedD
G8202	EG11513	b0013	yaaI		P28696	yaaI
G7468	EG13101	b2848	yqeJ		Q46943	yqeJ
G7035	EG14036	b1904	yecR		P76308	yecR
G6843	EG13841	b1585	ynfC		P67553	ynfC
G6424	EG13326	b0821	ybiU		P75791	ybiU
EG12857	EG12857	b2586	yfiM		P46126	yfiM
EG11931	EG11931	b4048	yjbM		P32694	yjbM
EG11537	EG11537	b1067	yceH		P29217	yceH
G7851	EG12521	b4188	yjfN		P0AF82	yjfN
G7357	EG13192	b2618	yfjF		P52119	ratB
G7012	EG14027	b1839	yebY		P64506	yebY
G6742	EG13755	b1431	ydcL		P64451	ydcL
G6354	EG13650	b0647	ybeT		P77296	ybeT
EG12448	EG12448	b0567	ybcH		P37325	ybcH
EG11876	EG11876	b3922	yiiS		P32162	yiiS
EG11287	EG11287	b2732	ygbA		P25728	ygbA
G7719	EG12905	b3354	yheU		P67624	yheU
G7267	EG14166	b2432	yfeY		P76537	yfeY
G6979	EG14304	b1793	yoaF		P64493	yoaF
G6668	EG14294	b1332	ynaJ		P64445	ynaJ
G6331	EG13533	b0602	ybdN		P77216	ybdN
EG12421	EG12421	b0803	ybiI		P41039	ybiI
EG11793	EG11793	b2807	ygdD		P0ADR2	ygdD
EG11136	EG11136	b1862	yebB		P24238	yebB
G7643	EG12779	b3148	yraN		P45465	yraN
G7200	EG14115	b2325	yfcL		P64540	yfcL
G6938	EG13994	b1742	ydjR		P76214	ves
G6624	EG14338	b1195	ymgE		P76011	ymgE
G6194	EG13599	b0329	yahO		P75694	yahO
EG12225	EG12225	b3488	yhiJ		P37627	yhiJ
EG11696	EG11696	b3676	yidH		P0ADM0	yidH
G7604	EG12727	b3085	ygjP		P42597	ygjP
G7156	EG14082	b2229	yfaT		P76466	yfaT
G6903	EG13960	b1675	ydhZ		P0ACX5	ydhZ
G6549	EG13873	b1044	ymdA		P75917	ymdA
G0-16640		b4715	ytiA		P0DN74	ytiA
EG12119	EG12119	b1233	ychJ		P37052	ychJ
EG11661	EG11661	b1930	yedF		P0AA31	yedF
G7471	EG13037	b2851	ygeG		Q46787	ygeG
G7111	EG14054	b2072	yegK		P76395	yegK
G6844	EG13842	b1586	ynfD		P76172	ynfD
G6469	EG13700	b0906	ycaP		P75839	ycaP
